"","OTU","OTU_sum","Domain","Phylum","Class","Order","Family","Genus","Species"
"1164","OTU2732",17.8179729007266,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","f:Corticiaceae","g:Crustoderma","s:Crustoderma_opuntiae_SH027249.07FU"
"1055","OTU2522",17.7661552920909,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1311","OTU3029",17.745731061353,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1278","OTU2964",17.7246182185408,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"502","OTU1666",17.682874538967,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1151","OTU2712",17.6604493349236,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1211","OTU2838",17.642945572567,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Pyronemataceae","UNKNOWN","UNKNOWN"
"1356","OTU3123",17.6248911168309,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","UNKNOWN","UNKNOWN"
"2565","OTU79",17.6237115275745,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1158","OTU2723",17.6059965589092,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1028","OTU248",17.5966072655581,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"1358","OTU3126",17.5398004521802,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1526","OTU3466",17.5046590973732,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"460","OTU1604",17.4381189689196,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1025","OTU2475",17.3905124057503,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1119","OTU2647",17.3799245537717,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1259","OTU2935",17.3431983626163,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Nectriaceae","UNKNOWN","UNKNOWN"
"852","OTU2196",17.3169075049925,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"835","OTU2170",17.3149213415144,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Diaporthales","UNKNOWN","UNKNOWN","UNKNOWN"
"1247","OTU2916",17.3071333013073,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2217","OTU4847",17.3045745717809,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2500","OTU722",17.2756358812569,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2521","OTU743",17.2751575412841,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"853","OTU2197",17.2484703139771,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1103","OTU262",17.1899841502857,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1472","OTU3378",17.1610490172806,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1301","OTU3008",17.0798624173203,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1536","OTU3492",17.062955354595,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2061","OTU453",17.0510904027659,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"662","OTU1892",17.0498822938763,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2196","OTU4806",16.9791819834657,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","UNKNOWN","UNKNOWN"
"1203","OTU2817",16.9532207991259,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"296","OTU1376",16.9449813401574,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1434","OTU3290",16.7567463149338,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1612","OTU3644",16.7273282379411,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Aspergillus","s:Aspergillus_saccharolyticus_SH021500.07FU"
"2268","OTU4975",16.6953339647474,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","f:Corticiaceae","UNKNOWN","UNKNOWN"
"2389","OTU608",16.6953339647474,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2319","OTU542",16.692438135497,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"381","OTU1497",16.5629417346236,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1270","OTU2953",16.5076005208597,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2345","OTU566",16.4941456456292,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Bolbitiaceae","g:Conocybe","UNKNOWN"
"1298","OTU3004",16.4921109610484,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1280","OTU2968",16.4911619608174,"d:Fungi","p:Basidiomycota","c:Pucciniomycotina_cls_Incertae_sedis","o:GS25","UNKNOWN","UNKNOWN","UNKNOWN"
"1497","OTU3417",16.4512774964756,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1808","OTU4076",16.4264293116808,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"42","OTU1055",16.3963181115594,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Tubeufiales","f:Tubeufiaceae","UNKNOWN","UNKNOWN"
"1260","OTU2937",16.3514359313185,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN"
"2344","OTU565",16.3352552822859,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1365","OTU3138",16.3179968296093,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1714","OTU3845",16.2966068659275,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2534","OTU757",16.2556517640317,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"2299","OTU521",16.208267952468,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2232","OTU4891",16.1790619520199,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","UNKNOWN","UNKNOWN","UNKNOWN"
"2362","OTU582",16.1302991860125,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","f:Corticiaceae","g:Rhizochaete","s:Rhizochaete_fouquieriae_SH007649.07FU"
"2598","OTU828",16.1136464489852,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2522","OTU744",16.1108726626701,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1618","OTU3654",16.0719635550697,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"2425","OTU644",16.0299923569451,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Phaeosphaeriaceae","g:Sclerostagonospora","UNKNOWN"
"1547","OTU3517",16.0111132085171,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1894","OTU4246",15.9642466403938,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"2155","OTU4714",15.9305308278653,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Diversisporales","f:Diversisporaceae","g:Redeckera","s:Redeckera_megalocarpum_SH182068.07FU"
"2264","OTU4968",15.89295643383,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Diversisporales","f:Diversisporaceae","g:Corymbiglomus","UNKNOWN"
"2380","OTU599",15.8866184077459,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Leucoagaricus","UNKNOWN"
"2212","OTU4840",15.8304690690188,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1745","OTU3931",15.8144098344252,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2082","OTU4579",15.8044271176817,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1044","OTU2503",15.7303644023201,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"2222","OTU4858",15.7056155597093,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Pezizaceae","UNKNOWN","UNKNOWN"
"9","OTU1009",15.7049506622611,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1186","OTU2780",15.6595304642789,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2003","OTU4436",15.6137026714914,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Aspergillus","UNKNOWN"
"2210","OTU4836",15.6051576487788,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"2312","OTU534",15.5866209121156,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"1944","OTU4332",15.5781213945489,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2495","OTU718",15.5552477252258,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2075","OTU456",15.5174508985702,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1807","OTU4068",15.513498525153,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1441","OTU3303",15.3638355759662,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Stachybotryaceae","g:Myrothecium","UNKNOWN"
"1341","OTU3089",15.3578455083875,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2193","OTU4800",15.3443901610025,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2619","OTU847",15.215050199251,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","f:Herpotrichiellaceae","g:Exophiala","UNKNOWN"
"2740","OTU980",15.2027104281424,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2485","OTU709",15.189732102657,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2652","OTU888",15.1856770823404,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Entolomataceae","g:Entoloma","UNKNOWN"
"61","OTU1076",15.1559955928037,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Auriculariales","f:Exidiaceae","UNKNOWN","UNKNOWN"
"2507","OTU730",15.1353159067243,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1351","OTU3117",15.0666133114895,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Nectriaceae","UNKNOWN","UNKNOWN"
"329","OTU1421",15.0093049767793,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Claroideoglomeraceae","g:Claroideoglomus","UNKNOWN"
"191","OTU1232",14.9963588013954,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2311","OTU533",14.9487283747141,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"2752","OTU991",14.9136024001288,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1964","OTU4378",14.9046648695013,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1368","OTU3142",14.8889788298452,"d:Fungi","p:Mucoromycota","c:Mucoromycetes","o:Mucorales","f:Rhizopodaceae","g:Rhizopus","UNKNOWN"
"2672","OTU906",14.8807731711112,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"68","OTU1085",14.830006288582,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","f:Xylariales_fam_Incertae_sedis","g:Hansfordia","UNKNOWN"
"1420","OTU3264",14.8196587622747,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2671","OTU905",14.812618932026,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2532","OTU754",14.8084935658862,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2717","OTU955",14.7730936610157,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN"
"86","OTU1101",14.765799982663,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2407","OTU624",14.7559022732135,"d:Fungi","p:Ascomycota","c:Leotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1366","OTU314",14.7147527911172,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","UNKNOWN","UNKNOWN","UNKNOWN"
"2248","OTU494",14.7147527911172,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"859","OTU2202",14.7119500150513,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","UNKNOWN","UNKNOWN","UNKNOWN"
"1183","OTU2775",14.6817537816955,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2612","OTU840",14.6655658288481,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2703","OTU940",14.5893818068906,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2594","OTU823",14.5791252554404,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2177","OTU477",14.4964007864525,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"1881","OTU421",14.4823685212439,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2501","OTU723",14.466063858604,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1912","OTU4281",14.4403044006984,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","f:Orbiliaceae","UNKNOWN","UNKNOWN"
"1496","OTU3413",14.4283567383223,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2253","OTU4949",14.42328283915,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1530","OTU3479",14.3863080130161,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"89","OTU1105",14.3726949359275,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Filobasidiales","f:Filobasidiaceae","g:Filobasidium","s:Filobasidium_stepposum_SH382125.07FU"
"159","OTU1196",14.3017879855267,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"248","OTU1308",14.2959171754413,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2704","OTU941",14.2630838530552,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","f:Trichomeriaceae","g:Arthrocladium","UNKNOWN"
"1492","OTU3403",14.1976237380027,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Alternaria","UNKNOWN"
"2658","OTU893",14.1838176643809,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"113","OTU1136",14.1474129363665,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1893","OTU4245",14.1032006174682,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","UNKNOWN","UNKNOWN"
"2715","OTU953",14.0752254799031,"d:Fungi","p:Ascomycota","c:Saccharomycetes","o:Saccharomycetales","f:Saccharomycetales_fam_Incertae_sedis","g:Candida","s:Candida_santamariae_SH190098.07FU"
"2607","OTU836",14.0691862092447,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","UNKNOWN","UNKNOWN","UNKNOWN"
"99","OTU1120",14.0452921754647,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2099","OTU461",14.0446248072242,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","UNKNOWN","UNKNOWN","UNKNOWN"
"314","OTU1403",13.9658143148629,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"504","OTU1668",13.9338711674034,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Aspergillus","s:Aspergillus_niger_SH528219.07FU"
"2624","OTU851",13.9069281391906,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2308","OTU530",13.9000047926946,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"384","OTU150",13.8859817161939,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Tubeufiales","UNKNOWN","UNKNOWN","UNKNOWN"
"195","OTU1238",13.8687027975945,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","f:Helotiaceae","UNKNOWN","UNKNOWN"
"1889","OTU4234",13.8412561634001,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Curvularia","UNKNOWN"
"395","OTU1521",13.8366758841001,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"439","OTU1580",13.8083570450543,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","f:Herpotrichiellaceae","g:Exophiala","UNKNOWN"
"47","OTU1061",13.8035792606485,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","f:Tremellaceae","g:Tremella","UNKNOWN"
"57","OTU1072",13.8035792606485,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Stachybotryaceae","UNKNOWN","UNKNOWN"
"1871","OTU4186",13.7945605546022,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"509","OTU1674",13.7838255894391,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Auriculariales","UNKNOWN","UNKNOWN","UNKNOWN"
"217","OTU1264",13.779677910106,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Tulasnellaceae","UNKNOWN","UNKNOWN"
"209","OTU1251",13.7769456446439,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2742","OTU982",13.7466160532069,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Arthrodermataceae","g:Arthroderma","s:Arthroderma_gertleri_SH185845.07FU"
"347","OTU1447",13.7462775790974,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"398","OTU1524",13.7263809377294,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1984","OTU4407",13.7134833468841,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN"
"2696","OTU933",13.6869364251493,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Didymosphaeriaceae","g:Paraconiothyrium","UNKNOWN"
"2182","OTU4782",13.6753102658277,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"71","OTU1088",13.6536812192123,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"167","OTU1205",13.6343534289162,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"316","OTU1407",13.6228745454073,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1961","OTU437",13.6124188786881,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","f:Chaetomellaceae","g:Chaetomella","s:Chaetomella_raphigera_SH182031.07FU"
"1880","OTU4204",13.6075027865112,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","UNKNOWN","UNKNOWN","UNKNOWN"
"2705","OTU942",13.6044871338555,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"606","OTU1816",13.5795050418322,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Tulasnellaceae","UNKNOWN","UNKNOWN"
"1335","OTU308",13.5786469457842,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"323","OTU1413",13.5681274640965,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"264","OTU1329",13.5678407049966,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"103","OTU1125",13.5509822199251,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Dothideomycetidae_ord_Incertae_sedis","f:Eremomycetaceae","g:Eremomyces","s:Eremomyces_bilateralis_SH496738.07FU"
"518","OTU1688",13.5453628613922,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"584","OTU1782",13.5453628613922,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"562","OTU1744",13.5188951190574,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2551","OTU776",13.5159580103865,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Spizellomycetaceae","UNKNOWN","UNKNOWN"
"1816","OTU4090",13.5079782586662,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Nectriaceae","UNKNOWN","UNKNOWN"
"2183","OTU4783",13.502658155329,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"525","OTU1696",13.4979261708495,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"128","OTU1155",13.4877281173055,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Entolomataceae","g:Entoloma","UNKNOWN"
"118","OTU1142",13.4670502131708,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Entolomataceae","g:Entoloma","UNKNOWN"
"1574","OTU3563",13.438299838855,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"488","OTU1647",13.4364474173379,"d:Fungi","p:Kickxellomycota","c:Kickxellomycetes","o:Kickxellales","UNKNOWN","UNKNOWN","UNKNOWN"
"137","OTU1167",13.4347216248316,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","f:Xylariaceae","UNKNOWN","UNKNOWN"
"211","OTU1254",13.4306476950746,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1921","OTU4294",13.4242593470878,"d:Fungi","p:Mucoromycota","c:Mucoromycetes","o:Mucorales","f:Rhizopodaceae","g:Rhizopus","UNKNOWN"
"190","OTU1230",13.4035906677185,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
