OTU,fungi.Grass.BOGR.1,fungi.mock2,fungi.Ecotone.LATR.8,fungi.SPEGAR.PLJA.4B,fungi.SPEGAR.BOER.4A,fungi.Ecotone.PLJA.8,fungi.Ecotone.PLJA.1,fungi.SPEGAR.PLJA.3A,fungi.Grass.BOER.4,fungi.SPEGAR.ARPU.2A,fungi.SPEGAR.PLJA.2B,fungi.Grass.BOER.7,fungi.SPEGAR.BOER.1A,fungi.SPEGAR.BOGR.3B,fungi.Ecotone.LATR.5,fungi.SPEGAR.BOER.2B,fungi.Grass.PLJA.6,fungi.Shrub.LATR.8,fungi.SPEGAR.PLJA.1A,fungi.SPEGAR.BOER.4B,fungi.Grass.BOGR.7,fungi.Ecotone.BOER.4,fungi.Ecotone.BOER.7,fungi.Ecotone.PLJA.5,fungi.Ecotone.LATR.4,fungi.SPEGAR.ARPU.1A,fungi.SPEGAR.BOGR.2B,fungi.SPEGAR.BOGR.1B,fungi.SPEGAR.ARPU.1B,fungi.Grass.PLJA.5,fungi.Grass.PLJA.1,fungi.Grass.BOGR.4,fungi.SPEGAR.ARPU.4A,fungi.Ecotone.PLJA.3,fungi.Shrub.LATR.3,fungi.Grass.BOGR.5,fungi.SPEGAR.PLJA.4A,fungi.SPEGAR.BOER.2A,fungi.Ecotone.BOER.3,fungi.Ecotone.BOER.8,fungi.Ecotone.LATR.6,fungi.Grass.BOER.6,fungi.Grass.PLJA.2,fungi.Shrub.LATR.7,fungi.Shrub.LATR.5,fungi.SPEGAR.ARPU.3B,fungi.SPEGAR.BOER.1B,fungi.Grass.BOER.5,fungi.Ecotone.LATR.2,fungi.SPEGAR.BOGR.4B,fungi.Ecotone.LATR.3,fungi.SPEGAR.ARPU.2B,fungi.Shrub.LATR.6,fungi.Ecotone.BOER.2,fungi.Ecotone.LATR.7,fungi.Ecotone.PLJA.7,fungi.SPEGAR.ARPU.4B,fungi.SPEGAR.BOGR.3A,fungi.SPEGAR.PLJA.3B,fungi.Grass.BOGR.3,fungi.Shrub.LATR.2,fungi.SPEGAR.PLJA.2A,fungi.Shrub.LATR.4,fungi.Ecotone.BOER.1,fungi.Ecotone.BOER.5,fungi.Grass.PLJA.7,fungi.SPEGAR.BOER.3B,fungi.Grass.BOER.2,fungi.SPEGAR.BOGR.2A,fungi.Grass.BOGR.8,fungi.Grass.BOGR.6,fungi.Ecotone.BOER.6,fungi.Grass.PLJA.8,fungi.SPEGAR.PLJA.1B,fungi.Grass.BOGR.2,fungi.mock1,fungi.Grass.BOER.8,fungi.Grass.PLJA.3,fungi.SPEGAR.BOGR.4A,fungi.Shrub.LATR.1,fungi.SPEGAR.BOGR.1A,fungi.Grass.BOER.3,fungi.Ecotone.LATR.1,fungi.Ecotone.PLJA.6,fungi.Ecotone.PLJA.2,fungi.Grass.BOER.1,fungi.SPEGAR.BOER.3A,fungi.Ecotone.PLJA.4,fungi.Grass.PLJA.4,fungi.SPEGAR.ARPU.3A
OTU2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857442933,0,0,5.573969713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6564344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.281173526,0,0,0,0,0,0,0,0,0
OTU1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34114601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2412,0,0,0,0,4.07788185,0,0,0,0,0,0,0,0,0,0,0,0,3.940759026,0,0,0,0,0,0,0,0,0,0,3.132867017,0,0,0,0,0,0,0,0,0,0,0,0,0,5.134312758,0,0,0,0,0,0,3.6564344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.836192537,0,0,0,3.415699106,2.646548042,0,4.025341937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871458153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.958891673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.900203627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.373790766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.531954265,0,0,0,0,0,0,0,0,0,0,6.657017479,0,0,0,0,0,0,0,0
OTU668,3.75656216,0,0,0,0,5.698073326,0,0,0,0,0,5.44557793,0,8.103081806,0,0,0,0,0,3.345635613,0,0,0,0,0,0,0,2.524827526,0,0,0,5.083092656,0,0,0,0,4.591194342,0,0,0,0,2.602132466,6.882485169,0,0,0,0,0,0,0,0,0,0,0,5.111191867,4.539285284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.604658764,0,0,0,0,0,0,0,0,0,4.192072022,0,0,0,0,0,0,0,0,0
OTU4110,0,0,3.089617702,0,0,0,0,3.305308088,0,0,0,0,0,0,0,0,3.108209716,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40456475,0,0,4.089354511,0,7.193169478,0,0,0,0,0,3.394103761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.577953089,0,3.478441157,0,3.544484038,0,3.213565707,0,0,3.415699106,0,2.582079002,0,5.484223361,0,0,0,3.053312781,0,0,0,0,4.740081299,0,0,0,0,0,0,6.117429102,0
OTU2311,2.565004248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.135992534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.557120833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3017,0,4.711150226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.372452082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69237044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4628,3.57639363,2.444120493,3.747281049,3.373299869,2.985304521,3.153917208,0,3.305308088,2.516787072,3.723746356,3.287598732,3.574236969,2.773926548,3.23798743,3.606584543,3.730682655,3.275195494,2.591670418,2.481850945,2.836715939,3.500497793,3.286161214,3.285628502,2.801579009,2.791227248,2.806210628,3.344284728,3.304711156,3.669673245,3.375146241,3.494369334,3.558981603,3.260065874,3.444221617,3.377062791,3.172332315,3.001512404,3.508640288,3.458326255,0,2.886118151,0,3.330831483,0,3.430401173,2.915033808,2.024802202,3.156678067,2.71444717,3.3374015,3.6695522,3.127479381,2.928251753,3.501098791,2.806714943,3.935508959,0,3.63595829,2.666495131,3.591907816,3.209814027,3.256668141,2.832242309,3.018232371,0,3.213565707,3.269510885,2.3582801,3.415699106,3.136886856,3.596850772,2.7839874,2.755846235,3.649690382,0,2.646233197,3.763166799,2.629634975,3.431089329,3.502028233,3.673630332,0,0,3.103909712,2.553508656,0,3.110876019,3.14980771,3.148553876,0
OTU1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.544952604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03865088,6.280701643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1319,0,0,0,0,0,0,0,0,0,0,0,5.487408967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.946490783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05314531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782415808,0,0,0,0,0,0,0,0,0
OTU1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.654218714,4.317447182,0,0,0,0,0,2.34450668,0,2.086116274,2.194643147,0,0,0,0,0,0,0,0,4.432121003,0,0,0,0,0,0,0,3.607756163,0,0,0,3.120731299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.102689357,0,0,0,0,0,0,0,0,0,0,6.272293062,0,0,0,0,0,0,0,0,0,0,0,0
OTU1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.265466152,0,0,0,0,0,0,0,0,0,0,2.365578865,6.093362348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.717294964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.684902672,0,0
OTU2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93206957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2219,0,0,0,0,0,0,0,0,0,0,0,3.807322594,0,0,5.112130201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.771954034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.093417216,0,0,0,0,0,0,0,0,0,2.806714943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.863716974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.789660495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2807,0,0,0,0,0,0,0,0,0,4.759691779,0,0,0,4.66345256,0,0,0,0,2.956317593,0,0,0,0,0,0,0,0,0,2.923894943,0,0,0,0,0,0,0,0,3.335088882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.862267684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.043993989,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1602,4.983442798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.889773921,0,4.489105944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1577,0,0,5.793801532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.905160352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1538,0,0,5.923704966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1355,0,0,0,0,3.285628502,4.640283548,0,0,0,0,2.783833148,0,0,0,0,5.405381534,0,4.071193326,2.481850945,3.519483817,0,0,2.985304521,0,0,0,0,2.086116274,0,3.375146241,0,4.752150294,0,0,0,0,0,0,0,4.428400771,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3463501,3.312713893,3.286886232,0,3.871151294,3.881303385,0,3.606039529,0,0,0,0,3.433738662,0,0,4.16775263,0,4.05894555,0,0,0,0,0,0,0,0,0,0,3.300900627,0,0,0,0,0,0,0,0
OTU3675,0,0,0,4.91034963,2.508322536,0,3.237271277,0,0,0,0,0,0,0,3.606584543,0,0,0,0,3.128663052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.823546038,0,0,0,0,3.620872599,0,0,0,0,0,0,0,0,0,0,0,0,5.170541912,0,0,0,0,0,0,0,0,0,0,0,0,2.3582801,0,2.646548042,6.244819541,3.287768053,0,0,0,0,0,0,0,2.695481347,0,0,2.889604284,5.316145014,0,5.173758986,0,0,0,0
OTU1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.345635613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.488596582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.027274114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2609,0,0,0,0,0,0,0,3.089821793,0,0,0,0,3.139884674,0,2.786002834,3.188831565,0,0,2.956317593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363648389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445973725,2.169376175,0,0,0,0,0,0,0,0,0,0,0,2.443763234,0,0,0,0,0,3.742419576,0,0,0,0,0
OTU1025,0,0,0,0,5.760687893,0,0,0,0,3.455194376,0,0,0,0,0,0,0,0,0,4.171756039,0,0,0,0,0,3.754843267,0,0,5.412372425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.322111924,0,0,0,2.323402035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1690,0,0,0,0,0,0,0,0,0,0,0,4.689324682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.652408682,0,0,0,0,4.870878986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.681813889,0,0,0,0,0,0,0,0,0,0
OTU2291,0,0,3.305096149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.034785701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.241734116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.553508656,0,0,0,0,0
OTU1249,0,0,0,0,0,0,0,4.826713363,0,0,0,0,0,4.743860701,0,0,0,0,0,4.382939415,0,0,0,0,0,0,0,0,2.642885488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.268270536,0,0,0,0,0,2.835596027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.367444474,0,0,0,3.928717555,0,0,0,0,0,0,0,5.230803033,0,3.550159973,0,0,0,0,0,0,0,0,0
OTU1377,0,0,0,3.84354683,0,2.787017932,0,4.201491838,3.295414747,0,3.604080229,0,4.81719211,0,0,3.583669771,0,0,3.802758001,0,4.892167747,2.322796545,0,4.273255773,0,0,0,0,3.30058373,0,0,2.744774742,0,0,0,0,3.302733725,0,0,0,0,0,4.073327677,0,0,0,2.729245353,0,0,0,0,0,0,0,0,0,2.835484717,6.486768971,5.129757129,0,0,3.932613665,0,0,3.738910829,0,2.615386229,0,0,6.57561658,2.582079002,3.83837246,0,3.943025102,0,0,3.582826654,5.076608972,0,0,0,0,0,0,0,0,4.329485753,0,0,0
OTU544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.869290772,0,0,0,0,0,0,0,0,0,0,3.132756044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1585,0,0,0,0,0,0,0,0,0,0,4.025153163,0,0,0,0,0,0,0,0,3.345635613,0,0,0,0,4.926131186,0,0,3.304711156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.644140108,0,0,0,0,0,0,0,0,0,3.269510885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26351262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978021499,0,0,0,0,2.806210628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.700747738,2.445973725,0,0,0,2.646548042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4358,3.351168538,2.444120493,3.089617702,2.70724102,2.985304521,2.787017932,0,2.799967298,0,3.599366535,2.783833148,3.25922252,3.139884674,2.73864174,3.731096957,0,3.415247594,3.789359257,3.654218714,3.519483817,3.500497793,3.533331474,2.508322536,3.091525264,3.295714975,3.754843267,3.344284728,3.622072661,3.76548609,3.572214142,3.821255757,2.744774742,2.758752265,2.770031289,3.158941366,3.172332315,3.526198969,3.779382351,2.939503314,2.698359713,0,2.602132466,3.504262877,3.135709409,2.443189063,3.431517513,3.448369653,3.878950369,3.523945425,3.511018047,3.905880441,3.789352412,3.446000737,2.502174432,3.312713893,2.78318406,3.344284728,3.871151294,3.158781659,3.366142608,3.429846936,2.957871494,2.832242309,3.018232371,2.700747738,3.610038523,3.530244439,3.328658149,3.415699106,2.646548042,3.066150315,2.7839874,3.990887041,3.758099471,4.004884866,3.136541294,2.570373376,2.629634975,3.431089329,3.190602423,0,2.795951699,3.964243255,2.813296243,3.337875271,3.918751087,3.645680845,3.14980771,3.686781152,3.481472823
OTU1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.933646246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4204,0,0,0,0,0,0,0,0,0,0,4.025153163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.399819812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.027808349,0,0,0,0,0,0,0,5.191833942,0,0,0,0,0,0,0,0,0,0,0,4.953850417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.879346184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.819939724,0,0,0,0,0
OTU3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.480770914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1392,0,0,0,0,5.329328434,0,0,0,0,0,0,0,0,0,0,0,0,0,6.203811888,3.345635613,0,0,0,0,0,3.485064082,0,0,4.005011636,0,0,0,0,0,0,0,0,4.781698679,0,0,0,0,0,0,0,0,0,0,0,2.829211477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.646281097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1391,0,0,0,5.907342707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.481850945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.107938308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.889773921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.024358793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.833717691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2902,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66345256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2667,0,0,0,3.84354683,2.508322536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.454320931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.601651147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1822,3.75656216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.958813482,0,0,0,0,0,0,0,0,0,0,0,0
OTU2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.252263815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.896841571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.370913853,0,0,0,0,0,0,5.446466651,0,0,0,0,0,0,0,0,0,0,0,0
OTU2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.215089456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
