"Domain" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"OTU3648" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4304" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4427" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4786" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4192" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Ascobolaceae" "g:Ascobolus" "UNKNOWN"
"OTU4908" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Coniochaetales" "f:Coniochaetaceae" "g:Coniochaeta" "s:Coniochaeta_ligniaria_SH020889.07FU"
"OTU4891" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2359" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4451" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4280" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4339" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3547" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Cantharellales" "f:Ceratobasidiaceae" "UNKNOWN" "UNKNOWN"
"OTU4841" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4307" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3978" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4460" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Bolbitiaceae" "g:Conocybe" "s:Conocybe_deliquescens_SH179179.07FU"
"OTU4338" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Ascobolaceae" "g:Ascobolus" "UNKNOWN"
"OTU4335" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2319" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4311" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU4393" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Lasiosphaeriaceae" "UNKNOWN" "UNKNOWN"
"OTU4711" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3396" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3864" "d:Fungi" "p:Chytridiomycota" "c:Spizellomycetes" "o:Spizellomycetales" "f:Powellomycetaceae" "g:Powellomyces" "UNKNOWN"
"OTU2461" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4510" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3231" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4950" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Dictyosporiaceae" "g:Dictyosporium" "s:Dictyosporium_heptasporum_SH016883.07FU"
"OTU3333" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4015" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Claroideoglomeraceae" "UNKNOWN" "UNKNOWN"
"OTU2583" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3076" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2890" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Sporormiaceae" "UNKNOWN" "UNKNOWN"
"OTU2830" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1965" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Agaricaceae" "g:Tulostoma" "UNKNOWN"
"OTU4940" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4922" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Thelephorales" "f:Thelephoraceae" "g:Tomentella" "s:Tomentella_ellisii_SH189381.07FU"
"OTU4811" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Ascobolaceae" "UNKNOWN" "UNKNOWN"
"OTU3880" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Agaricaceae" "g:Tulostoma" "UNKNOWN"
"OTU3328" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Diaporthales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3796" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2864" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3468" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3793" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4140" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3320" "d:Fungi" "p:Ascomycota" "c:Orbiliomycetes" "o:Orbiliales" "f:Orbiliaceae" "g:Orbilia" "UNKNOWN"
"OTU3321" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4641" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4816" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Lentitheciaceae" "g:Darksidea" "s:Darksidea_alpha_SH523871.07FU"
"OTU4820" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Capnodiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4742" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Corticiales" "f:Corticiaceae" "UNKNOWN" "UNKNOWN"
"OTU2330" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4890" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Russulales" "f:Albatrellaceae" "g:Leucogaster" "s:Leucogaster_rubescens_SH199670.07FU"
"OTU3823" "d:Fungi" "p:Ascomycota" "c:Ascomycota_cls_Incertae_sedis" "o:Ascomycota_ord_Incertae_sedis" "f:Ascomycota_fam_Incertae_sedis" "g:Trichocladium" "s:Trichocladium_opacum_SH198656.07FU"
"OTU2705" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4129" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3626" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4870" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4685" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4881" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3136" "d:Fungi" "p:Ascomycota" "c:Orbiliomycetes" "o:Orbiliales" "f:Orbiliaceae" "g:Dactylaria" "UNKNOWN"
"OTU4803" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2930" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Chaetomiaceae" "g:Chaetomium" "UNKNOWN"
"OTU3334" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU2917" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4636" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3315" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4467" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2497" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Pleosporaceae" "g:Alternaria" "UNKNOWN"
"OTU3712" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Nectriaceae" "g:Fusarium" "s:Fusarium_oxysporum_SH479820.07FU"
"OTU2211" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Leotiomycetes_ord_Incertae_sedis" "f:Leotiomycetes_fam_Incertae_sedis" "g:Leohumicola" "UNKNOWN"
"OTU2307" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4887" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2086" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Filobasidiales" "f:Filobasidiaceae" "UNKNOWN" "UNKNOWN"
"OTU3604" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4700" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2587" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Tremellales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3284" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Didymosphaeriaceae" "g:Paraphaeosphaeria" "s:Paraphaeosphaeria_barriae_SH192133.07FU"
"OTU4840" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3048" "d:Fungi" "p:Mucoromycota" "c:Umbelopsidomycetes" "o:Umbelopsidales" "f:Umbelopsidaceae" "g:Umbelopsis" "UNKNOWN"
"OTU3683" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3676" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Dothideomycetidae_ord_Incertae_sedis" "f:Eremomycetaceae" "g:Arthrographis" "UNKNOWN"
"OTU3310" "d:Fungi" "p:Basidiomycota" "c:Microbotryomycetes" "o:Sporidiobolales" "f:Sporidiobolaceae" "g:Rhodotorula" "UNKNOWN"
"OTU4919" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2478" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2775" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3563" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2736" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4932" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Pezizaceae" "UNKNOWN" "UNKNOWN"
"OTU3322" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Sporormiaceae" "UNKNOWN" "UNKNOWN"
"OTU2592" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3878" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Pleosporaceae" "g:Alternaria" "UNKNOWN"
"OTU3691" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU3302" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Hypocreales_fam_Incertae_sedis" "g:Sarocladium" "s:Sarocladium_summerbellii_SH210232.07FU"
"OTU3973" "d:Fungi" "p:Glomeromycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2985" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2496" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Agaricaceae" "UNKNOWN" "UNKNOWN"
"OTU2584" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3175" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3786" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2220" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3721" "d:Fungi" "p:Mucoromycota" "c:Mucoromycetes" "o:Mucorales" "f:Mucoraceae" "g:Mucor" "s:Mucor_zonatus_SH188375.07FU"
"OTU3388" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2859" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3442" "d:Fungi" "p:Basidiomycota" "c:Agaricostilbomycetes" "o:Agaricostilbales" "f:Chionosphaeraceae" "g:Kurtzmanomyces" "s:Kurtzmanomyces_shapotouensis_SH198382.07FU"
"OTU3375" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4322" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3528" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Branch06" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3688" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Sporormiaceae" "g:Preussia" "UNKNOWN"
"OTU2977" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Leotiomycetes_ord_Incertae_sedis" "f:Pseudeurotiaceae" "UNKNOWN" "UNKNOWN"
"OTU2861" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3605" "d:Fungi" "p:Kickxellomycota" "c:Kickxellomycetes" "o:Kickxellales" "f:Kickxellaceae" "g:Ramicandelaber" "UNKNOWN"
"OTU4323" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2975" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Eurotiales" "f:Thermoascaceae" "g:Byssochlamys" "UNKNOWN"
"OTU3591" "d:Fungi" "p:Chytridiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3694" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3117" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Nectriaceae" "UNKNOWN" "UNKNOWN"
"OTU4048" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "f:Herpotrichiellaceae" "UNKNOWN" "UNKNOWN"
"OTU3544" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Ascobolaceae" "UNKNOWN" "UNKNOWN"
"OTU4090" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Nectriaceae" "UNKNOWN" "UNKNOWN"
"OTU2333" "d:Fungi" "p:Basidiomycota" "c:Wallemiomycetes" "o:Wallemiales" "f:Wallemiales_fam_Incertae_sedis" "g:Wallemia" "UNKNOWN"
"OTU3303" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Stachybotryaceae" "g:Myrothecium" "UNKNOWN"
"OTU2306" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2480" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4379" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Marasmiaceae" "UNKNOWN" "UNKNOWN"
"OTU2765" "d:Fungi" "p:Glomeromycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4266" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Hypocreales_fam_Incertae_sedis" "g:Acremonium" "s:Acremonium_implicatum_SH210205.07FU"
"OTU2913" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3631" "d:Fungi" "p:Kickxellomycota" "c:Kickxellomycetes" "o:Kickxellales" "f:Kickxellaceae" "g:Ramicandelaber" "UNKNOWN"
"OTU2567" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3645" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2916" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3067" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "f:Herpotrichiellaceae" "g:Cladophialophora" "UNKNOWN"
"OTU4121" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4475" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Psathyrellaceae" "g:Psathyrella" "UNKNOWN"
"OTU2595" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3339" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4336" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Strophariaceae" "UNKNOWN" "UNKNOWN"
"OTU4453" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Bolbitiaceae" "UNKNOWN" "UNKNOWN"
"OTU4437" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Pezizaceae" "UNKNOWN" "UNKNOWN"
"OTU4083" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Tremellales" "f:Tremellaceae" "g:Cryptococcus" "UNKNOWN"
"OTU4440" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "g:Dominikia" "UNKNOWN"
"OTU4282" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4442" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Sporormiaceae" "g:Preussia" "UNKNOWN"
"OTU3651" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3444" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Tricholomataceae" "g:Tricholoma" "UNKNOWN"
"OTU4281" "d:Fungi" "p:Ascomycota" "c:Orbiliomycetes" "o:Orbiliales" "f:Orbiliaceae" "UNKNOWN" "UNKNOWN"
"OTU4458" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU4380" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Didymellaceae" "UNKNOWN" "UNKNOWN"
"OTU4186" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU4172" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4464" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3387" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2857" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3011" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4148" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Cantharellales" "f:Ceratobasidiaceae" "UNKNOWN" "UNKNOWN"
"OTU4567" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Eurotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4444" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4740" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Chaetomiaceae" "UNKNOWN" "UNKNOWN"
"OTU4428" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4482" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4189" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3480" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Onygenales" "f:Gymnoascaceae" "UNKNOWN" "UNKNOWN"
"OTU4388" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Branch06" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3551" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Tremellodendropsidales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3027" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4423" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4326" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU4478" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3822" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Bolbitiaceae" "g:Agrocybe" "s:Agrocybe_pediades_SH176907.07FU"
"OTU3335" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4459" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2508" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4455" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2873" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2850" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4463" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3340" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2132" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Pleosporaceae" "g:Comoclathris" "UNKNOWN"
"OTU3542" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
