"","OTU","OTU_sum","Domain","Phylum","Class","Order","Family","Genus","Species"
"3632","OTU881",34.1429138148801,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Claroideoglomeraceae","g:Claroideoglomus","UNKNOWN"
"354","OTU1379",34.1367594436844,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1860","OTU3128",34.1167626797318,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","UNKNOWN","UNKNOWN"
"566","OTU1609",34.0390116710725,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"2885","OTU4498",33.9768426201335,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"116","OTU1117",33.9731110581844,"d:Fungi","p:Basidiomycota","c:Microbotryomycetes","o:Leucosporidiales","UNKNOWN","UNKNOWN","UNKNOWN"
"238","OTU1248",33.9697225576254,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","UNKNOWN","UNKNOWN","UNKNOWN"
"2834","OTU4434",33.9261344067295,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1939","OTU3231",33.8962490075193,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"957","OTU2059",33.8523969811234,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"377","OTU1404",33.8515461343872,"d:Fungi","p:Mucoromycota","c:Mucoromycetes","o:Mucorales","f:Cunninghamellaceae","g:Cunninghamella","s:Cunninghamella_septata_SH004652.07FU"
"2039","OTU3358",33.837749786439,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"3114","OTU4820",33.7924489597738,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Capnodiales","UNKNOWN","UNKNOWN","UNKNOWN"
"1347","OTU2510",33.7825333617825,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1334","OTU2496",33.7578636311897,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"675","OTU1726",33.670498570812,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2422","OTU3841",33.6625321347263,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"291","OTU1305",33.6399311859938,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"17","OTU1016",33.5297104774019,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"151","OTU1153",33.4575717897779,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"719","OTU1779",33.4528922823945,"d:Fungi","p:Basidiomycota","c:Agaricostilbomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2932","OTU4563",33.3912390377782,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"218","OTU1228",33.3760599595694,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3096","OTU4797",33.3699716267619,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","f:Bulleribasidiaceae","g:Vishniacozyma","UNKNOWN"
"2957","OTU4596",33.3368580659027,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"927","OTU2023",33.3300854633161,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"3537","OTU787",33.2948924125074,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","f:Orbiliaceae","g:Brachyphoris","UNKNOWN"
"3299","OTU559",33.1695121790182,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"299","OTU1312",33.1668853381575,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2597","OTU4103",33.1527945451584,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Sparticola","s:Sparticola_forlicesenae_SH524508.07FU"
"918","OTU2010",33.0929180091651,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","UNKNOWN","UNKNOWN","UNKNOWN"
"754","OTU1820",33.0490486589073,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1782","OTU3028",33.0422605648069,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"115","OTU1116",33.0043487022532,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","f:Myxotrichaceae","g:Oidiodendron","UNKNOWN"
"1231","OTU2376",32.9457612886717,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Psathyrellaceae","g:Psathyrella","s:Psathyrella_lilliputana_SH494473.07FU"
"721","OTU1780",32.877446151939,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1687","OTU2917",32.8204665974463,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1333","OTU2495",32.8118399114224,"d:Fungi","p:Basidiomycota","c:Malasseziomycetes","o:Malasseziales","f:Malasseziaceae","g:Malassezia","s:Malassezia_globosa_SH184036.07FU"
"761","OTU1828",32.7789000569744,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","f:Corticiaceae","UNKNOWN","UNKNOWN"
"2856","OTU4458",32.6760970548581,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"283","OTU1291",32.6409954622833,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2415","OTU3833",32.6242290386602,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","UNKNOWN","UNKNOWN","UNKNOWN"
"509","OTU1548",32.6001387320498,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"246","OTU1255",32.5563619149743,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","g:Glomus","UNKNOWN"
"2901","OTU4521",32.452847896588,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1644","OTU2868",32.4234405186104,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1958","OTU3253",32.4209180492539,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","UNKNOWN","UNKNOWN","UNKNOWN"
"323","OTU1343",32.3992988123274,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1074","OTU2199",32.3577155400936,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3192","OTU4936",32.3500794386512,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Curvularia","s:Curvularia_spicifera_SH093124.07FU"
"3065","OTU4743",32.3123889480795,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"3453","OTU706",32.2945074106275,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"617","OTU1659",32.2925601118175,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"559","OTU1602",32.2241538311465,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"3616","OTU863",32.1307847380404,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"14","OTU1013",32.1236535046759,"d:Fungi","p:Rozellomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"834","OTU1912",32.1113896386052,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Bolbitiaceae","g:Conocybe","UNKNOWN"
"629","OTU1671",32.0110266615067,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"977","OTU2082",32.002268685114,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","f:Mortierellaceae","g:Mortierella","UNKNOWN"
"3404","OTU657",31.9908840257646,"d:Fungi","p:Ascomycota","c:Lecanoromycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"315","OTU1331",31.9525667748073,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN"
"1961","OTU3259",31.9425789614203,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Bolbitiaceae","UNKNOWN","UNKNOWN"
"21","OTU1020",31.9210137326761,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"3064","OTU4742",31.9179172940335,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","f:Corticiaceae","UNKNOWN","UNKNOWN"
"552","OTU1597",31.9041968418766,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Geastrales","f:Geastraceae","g:Geastrum","s:Geastrum_xerophilum_SH025423.07FU"
"3181","OTU4916",31.89893972916,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3715","OTU963",31.8843838930086,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","f:Helotiales_fam_Incertae_sedis","g:Chalara","UNKNOWN"
"650","OTU1698",31.8626696204464,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"585","OTU1629",31.8498429931802,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3543","OTU792",31.7976186745469,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Entolomataceae","UNKNOWN","UNKNOWN"
"3622","OTU870",31.7692523225932,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"526","OTU1568",31.7538118055394,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1966","OTU3264",31.7287240339914,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2836","OTU4436",31.72348566055,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Aspergillus","UNKNOWN"
"443","OTU1476",31.5760085253019,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"814","OTU1890",31.4474496298362,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"564","OTU1607",31.3963062648781,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"450","OTU1483",31.3599994957879,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Aspergillus","UNKNOWN"
"482","OTU1519",31.3451555145047,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","f:Xylariaceae","g:Hypoxylon","UNKNOWN"
"731","OTU1794",31.2984863883317,"d:Fungi","p:Basidiomycota","c:Pucciniomycetes","o:Pucciniales","f:Pucciniaceae","g:Uromyces","UNKNOWN"
"795","OTU1869",31.2895774420418,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Dothideales","UNKNOWN","UNKNOWN","UNKNOWN"
"348","OTU1372",31.2817415096466,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Preussia","UNKNOWN"
"163","OTU1168",31.2246367200632,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"544","OTU1589",31.1887034546516,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","f:Mortierellaceae","g:Mortierella","UNKNOWN"
"525","OTU1567",31.0985169423907,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Cucurbitariaceae","g:Pyrenochaeta","s:Pyrenochaeta_unguis-hominis_SH629617.07FU"
"592","OTU1636",31.0461945093148,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Ajellomycetaceae","UNKNOWN","UNKNOWN"
"263","OTU1271",30.9588828357743,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2014","OTU3330",30.9346281429426,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Crepidotaceae","g:Crepidotus","UNKNOWN"
"1275","OTU2428",30.923926222432,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","UNKNOWN","UNKNOWN","UNKNOWN"
"578","OTU1621",30.9238675757484,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"606","OTU1649",30.7224553459324,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","f:Ustilaginaceae","UNKNOWN","UNKNOWN"
"332","OTU1354",30.6222210928065,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","UNKNOWN","UNKNOWN","UNKNOWN"
"248","OTU1258",30.5908687748247,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"620","OTU1662",30.5348248805076,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2177","OTU3529",30.5236477124327,"d:Fungi","p:Basidiomycota","c:Cystobasidiomycetes","o:Cystobasidiales","f:Cystobasidiaceae","g:Cystobasidium","UNKNOWN"
"2474","OTU3921",30.508284140069,"d:Fungi","p:Basidiomycota","c:Geminibasidiomycetes","o:Geminibasidiales","f:Geminibasidiaceae","g:Geminibasidium","UNKNOWN"
"2283","OTU366",30.5046590489155,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"785","OTU1856",30.4644268957225,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Stachybotryaceae","UNKNOWN","UNKNOWN"
"494","OTU1531",30.4608802713234,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"2546","OTU4019",30.4368830122475,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1322","OTU2482",30.3853037772191,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Glomerellales","f:Plectosphaerellaceae","g:Lectera","UNKNOWN"
"2427","OTU3847",30.3626928260208,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Curvularia","s:Curvularia_spicifera_SH093124.07FU"
"2982","OTU4635",30.3307709089154,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Diaporthales","UNKNOWN","UNKNOWN","UNKNOWN"
"3586","OTU835",30.3256711185102,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1420","OTU2597",30.3224363836741,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"451","OTU1484",30.316035530565,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2931","OTU4561",30.3127519958607,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","UNKNOWN","UNKNOWN","UNKNOWN"
"695","OTU1749",30.2698288418017,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3166","OTU4898",30.2591052161815,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"603","OTU1646",30.2420138445735,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"408","OTU1437",30.2344022216787,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3679","OTU929",30.2323834419018,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"773","OTU1843",30.231251712834,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1528","OTU2723",30.2166194991464,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"343","OTU1368",30.1400762965401,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Stephanosporaceae","UNKNOWN","UNKNOWN"
"2006","OTU332",30.1293607867861,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN"
"126","OTU1126",30.1163140208171,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Inocybaceae","g:Inocybe","UNKNOWN"
"2155","OTU3502",30.1129611470579,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Leotiomycetes_ord_Incertae_sedis","f:Pseudeurotiaceae","g:Pseudogymnoascus","s:Pseudogymnoascus_appendiculatus_SH239059.07FU"
"1151","OTU2289",30.0944452347587,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Diversisporales","f:Diversisporaceae","g:Corymbiglomus","UNKNOWN"
"723","OTU1783",30.0522724226818,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Boletales","f:Suillaceae","g:Suillus","s:Suillus_pungens_SH176751.07FU"
"668","OTU1718",30.0170863868118,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"594","OTU1638",29.9918264832417,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"452","OTU1485",29.8974345157457,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Cystofilobasidiales","f:Mrakiaceae","g:Udeniomyces","s:Udeniomyces_puniceus_SH192067.07FU"
"3675","OTU924",29.8794584955186,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Lasiosphaeriaceae","g:Podospora","UNKNOWN"
"929","OTU2025",29.8581639215784,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"686","OTU1737",29.8354594066776,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Nectriaceae","g:Bisifusarium","s:Bisifusarium_dimerum_SH185947.07FU"
"1441","OTU262",29.8084359944997,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"777","OTU1848",29.7649727166955,"d:Fungi","p:Basidiomycota","c:Malasseziomycetes","o:Malasseziales","f:Malasseziaceae","g:Malassezia","s:Malassezia_pachydermatis_SH182248.07FU"
"1768","OTU3011",29.6720111356848,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"35","OTU1034",29.6609135476796,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3042","OTU4708",29.588362923867,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"10","OTU1009",29.5371557500705,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1213","OTU2359",29.5185038118027,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"940","OTU2037",29.450855002418,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","UNKNOWN","UNKNOWN","UNKNOWN"
"2036","OTU3353",29.4427981913256,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"803","OTU1877",29.3630868532935,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Geastrales","f:Geastraceae","g:Geastrum","s:Geastrum_xerophilum_SH025423.07FU"
"972","OTU2076",29.3069307796095,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Glomerellales","f:Plectosphaerellaceae","g:Gibellulopsis","s:Gibellulopsis_piscis_SH219558.07FU"
"344","OTU1369",29.2881509723937,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"2759","OTU4334",29.2494129140414,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","f:Xylariaceae","g:Hypoxylon","UNKNOWN"
"3262","OTU523",29.2355217074753,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1263","OTU2410",29.2231102365615,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2127","OTU3455",29.2212857972128,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1377","OTU2545",29.2079063638952,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"155","OTU1157",29.187723856287,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"851","OTU1936",29.1573886459396,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Spizellomycetaceae","g:Spizellomyces","UNKNOWN"
"3307","OTU566",29.1275985933254,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Bolbitiaceae","g:Conocybe","UNKNOWN"
"632","OTU1678",29.0959965220219,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"630","OTU1674",29.0871208749998,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Auriculariales","UNKNOWN","UNKNOWN","UNKNOWN"
"1007","OTU2116",29.0861953659224,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"997","OTU2106",29.0551437211718,"d:Fungi","p:Ascomycota","c:Saccharomycetes","o:Saccharomycetales","UNKNOWN","UNKNOWN","UNKNOWN"
"1123","OTU2255",29.0432394175719,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","f:Herpotrichiellaceae","g:Cladophialophora","UNKNOWN"
"2968","OTU4607",28.997695493218,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Strophariaceae","UNKNOWN","UNKNOWN"
"759","OTU1826",28.9940308852459,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"928","OTU2024",28.9826223978512,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","f:Orbiliaceae","g:Dactylaria","UNKNOWN"
"605","OTU1648",28.9284618354182,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Dothideales","f:Dothideaceae","g:Endoconidioma","s:Endoconidioma_populi_SH206393.07FU"
"1321","OTU2481",28.9118278578979,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Cordycipitaceae","g:Lecanicillium","UNKNOWN"
"857","OTU1942",28.8886543564684,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","f:Xylariaceae","g:Hypoxylon","UNKNOWN"
"1135","OTU2271",28.8230587685195,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","g:Aspergillus","UNKNOWN"
"3027","OTU4691",28.7657901481216,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"46","OTU1046",28.7171607784888,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Hypocreaceae","g:Trichoderma","UNKNOWN"
"767","OTU1835",28.6565441845283,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Dothideales","f:Aureobasidiaceae","g:Kabatiella","s:Kabatiella_zeae_SH525631.07FU"
"631","OTU1677",28.6540104476014,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2413","OTU3831",28.6437437278464,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1070","OTU2194",28.6262431514769,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","UNKNOWN","UNKNOWN","UNKNOWN"
"2051","OTU3373",28.5966363222784,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Aspergillaceae","UNKNOWN","UNKNOWN"
"340","OTU1365",28.5746746878198,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1069","OTU2193",28.5509649765784,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","UNKNOWN","UNKNOWN"
"1943","OTU3235",28.542545716261,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"941","OTU2038",28.5389431397577,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"277","OTU1285",28.4764517827903,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Lycoperdaceae","g:Calvatia","s:Calvatia_fragilis_SH226387.07FU"
"1158","OTU2296",28.4751591638266,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
