"","Row.names","OTU","average","av_LATR","av_PLJA","pval","Domain","Phylum","Class","Order","Family","Genus","Species","taxonomy","Taxon","Taxon.Level","Trophic.Mode","Guild","Growth.Morphology","Trait","Confidence.Ranking","Notes","Citation.Source"
"79","OTU1813","OTU1813",0.000185603963373516,0,0.72041145275,0.0039,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Preussia","s:Preussia_polymorpha_SH184217.07FU","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia_polymorpha_SH184217.07FU","Sporormiaceae","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Microfungus","NULL","Probable","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"80","OTU1824","OTU1824",0.00014359757938462,0,0.61057195325,0.0058,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","f:Ustilaginaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Ustilaginales,f:Ustilaginaceae","-","-","-","-","-","-","-","Unassigned","-"
"81","OTU1846","OTU1846",0.000600831292409316,0.2913468605,2.44944219375,0.0288,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","g:Kamienskia","s:Kamienskia_divaricata_SH641510.07FU","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Kamienskia,s:Kamienskia_divaricata_SH641510.07FU","Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"82","OTU1855","OTU1855",0.000176390704376103,0,0.682928063,0.004,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Glomerellales","f:Glomerellaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae","-","-","-","-","-","-","-","Unassigned","-"
"83","OTU1858","OTU1858",0.000151186916365211,0,0.64284155225,0.0058,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"84","OTU186","OTU186",0.000876630861504795,4.30344149025,4.61950415375,0.0293,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Capnodiales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales","-","-","-","-","-","-","-","Unassigned","-"
"85","OTU1864","OTU1864",0.000168107525261312,0,0.651447481125,0.004,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"86","OTU1902","OTU1902",0.000144906889380849,0,0.685364299625,0.0063,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Leotiomycetes_ord_Incertae_sedis","f:Leotiomycetes_fam_Incertae_sedis","g:Scytalidium","s:Scytalidium_circinatum_SH218618.07FU","d:Fungi,p:Ascomycota,c:Leotiomycetes,o:Leotiomycetes_ord_Incertae_sedis,f:Leotiomycetes_fam_Incertae_sedis,g:Scytalidium,s:Scytalidium_circinatum_SH218618.07FU","Scytalidium","13","Saprotroph","Wood Saprotroph","NULL","Soft Rot","Probable","NULL","b'Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx'"
"87","OTU1906","OTU1906",0.000152406171953079,0,0.66451812675,0.0054,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"88","OTU1908","OTU1908",0.00042254284469768,0,1.63745426625,4e-04,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"89","OTU1926","OTU1926",0.000161989633951691,0,0.7063037325,0.0054,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"90","OTU1935","OTU1935",0.000224250704879967,0,0.962233983625,0.0025,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"91","OTU1963","OTU1963",0.000121265092092814,0,0.573545987125,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"92","OTU197","OTU197",0.000967601559674918,2.749414981625,5.23566046675,0.0238,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"93","OTU1978","OTU1978",0.000161426310465353,0,0.7038475415,0.0054,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae","-","-","-","-","-","-","-","Unassigned","-"
"94","OTU1983","OTU1983",0.000120522776126881,0,0.467802447,0.0041,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","f:Ustilaginaceae","g:Ustilago","UNKNOWN","d:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Ustilaginales,f:Ustilaginaceae,g:Ustilago","Ustilaginaceae","9","Pathotroph","Plant Pathogen","Facultative Yeast-Smut","NULL","Probable","Biotrophic in living tissue of Gramineae and Cyperaceae (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"95","OTU20","OTU20",0.00104909720255999,2.840749039875,6.593982526125,0.022,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"96","OTU200","OTU200",0.000904747854846492,3.67800552675,0.8611762905,0.0452,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales","-","-","-","-","-","-","-","Unassigned","-"
"97","OTU201","OTU201",0.00071874052894785,0.71825413725,2.972723135125,0.0235,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes","-","-","-","-","-","-","-","Unassigned","-"
"98","OTU2014","OTU2014",0.000139354444897268,0,0.6591029725,0.0063,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales","-","-","-","-","-","-","-","Unassigned","-"
"99","OTU2021","OTU2021",6.1009534108441e-05,0,0.259410434125,0.0058,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"100","OTU2023","OTU2023",0.000126997333740469,0,0.5399882815,0.0058,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"101","OTU2066","OTU2066",9.85208776045272e-05,0,0.46597296075,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"102","OTU2071","OTU2071",0.000269794103232992,0,1.160660354875,0.0025,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lophiostomataceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae","-","-","-","-","-","-","-","Unassigned","-"
"103","OTU212","OTU212",0.0010887498171278,2.636311702375,4.712894583,0.0206,"d:Fungi","p:Ascomycota","c:Ascomycota_cls_Incertae_sedis","o:Ascomycota_ord_Incertae_sedis","f:Ascomycota_fam_Incertae_sedis","g:Acrophialophora","UNKNOWN","d:Fungi,p:Ascomycota,c:Ascomycota_cls_Incertae_sedis,o:Ascomycota_ord_Incertae_sedis,f:Ascomycota_fam_Incertae_sedis,g:Acrophialophora","-","-","-","-","-","-","-","Unassigned","-"
"104","OTU2131","OTU2131",8.68684836459359e-05,0,0.410860779,0.0063,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"105","OTU216","OTU216",7.3556235882441e-05,0,0.3478980075,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"106","OTU2164","OTU2164",0.000169381873407352,0,0.6574463135,0.0039,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"107","OTU2183","OTU2183",0.000147266996018932,0,0.59862778875,0.0043,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","f:Ustilaginaceae","g:Anthracocystis","UNKNOWN","d:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Ustilaginales,f:Ustilaginaceae,g:Anthracocystis","Ustilaginaceae","9","Pathotroph","Plant Pathogen","Facultative Yeast-Smut","NULL","Probable","Biotrophic in living tissue of Gramineae and Cyperaceae (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"108","OTU219","OTU219",0.000957044770750717,4.497766916625,1.749302355875,0.023,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"109","OTU2214","OTU2214",0.000128955301239542,0,0.609918273,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"110","OTU223","OTU223",0.000923114374490948,3.93238970325,0.432383991375,0.0151,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"111","OTU2255","OTU2255",8.89845924157671e-05,0,0.387988714,0.0055,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","f:Herpotrichiellaceae","g:Cladophialophora","UNKNOWN","d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora","Herpotrichiellaceae","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Facultative Yeast-Microfungus","NULL","Probable","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"112","OTU2274","OTU2274",0.000138161629526443,0,0.587458482,0.0058,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Geastrales","f:Sphaerobolaceae","g:Sphaerobolus","s:Sphaerobolus_ingoldii_SH221133.07FU","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales,f:Sphaerobolaceae,g:Sphaerobolus,s:Sphaerobolus_ingoldii_SH221133.07FU","Sphaerobolus","13","Saprotroph","Undefined Saprotroph","Gasteroid","White Rot","Probable","Common name - cannon ball fungus","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"113","OTU2280","OTU2280",0.00011642849820843,0,0.50764904425,0.0055,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"114","OTU2281","OTU2281",0.000148492957113934,0,0.603611216125,0.0043,"d:Fungi","p:Basidiomycota","c:Agaricostilbomycetes","o:Agaricostilbales","f:Chionosphaeraceae","g:Kurtzmanomyces","s:Kurtzmanomyces_nectairei_SH177594.07FU","d:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Chionosphaeraceae,g:Kurtzmanomyces,s:Kurtzmanomyces_nectairei_SH177594.07FU","Chionosphaeraceae","9","Pathotroph-Saprotroph","Fungal Parasite-Undefined Saprotroph","Microfungus","NULL","Possible","Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"115","OTU2295","OTU2295",0.000154112700049245,0,0.597214967625,0.004,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","f:Ustilaginaceae","g:Ustilago","UNKNOWN","d:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Ustilaginales,f:Ustilaginaceae,g:Ustilago","Ustilaginaceae","9","Pathotroph","Plant Pathogen","Facultative Yeast-Smut","NULL","Probable","Biotrophic in living tissue of Gramineae and Cyperaceae (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"116","OTU2310","OTU2310",7.3556235882441e-05,0,0.3478980075,0.0063,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","f:Orbiliaceae","g:Orbilia","UNKNOWN","d:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia","Orbiliaceae","9","Saprotroph","Wood Saprotroph","Microfungus","NULL","Probable","Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"117","OTU2359","OTU2359",0.000106359004029896,0,0.503044849125,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"118","OTU237","OTU237",0.000869726021927676,0,3.576552230125,2e-04,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Capnodiales","f:Mycosphaerellaceae","g:Porocercospora","s:Porocercospora_seminalis_SH212168.07FU","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Porocercospora,s:Porocercospora_seminalis_SH212168.07FU","Mycosphaerellaceae","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable","Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"119","OTU2391","OTU2391",0.000191655426250318,0,0.85858519525,0.0024,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"120","OTU2393","OTU2393",0.000246746927721094,0,1.123149579375,0.0024,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Cantharellales_fam_Incertae_sedis","g:Marchandiobasidium","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Cantharellales_fam_Incertae_sedis,g:Marchandiobasidium","-","-","-","-","-","-","-","Unassigned","-"
"121","OTU2397","OTU2397",0.00014328482480493,0,0.582440602125,0.0043,"d:Fungi","p:Basidiomycota","c:Geminibasidiomycetes","o:Geminibasidiales","f:Geminibasidiaceae","g:Geminibasidium","s:Geminibasidium_hirsutum_SH208305.07FU","d:Fungi,p:Basidiomycota,c:Geminibasidiomycetes,o:Geminibasidiales,f:Geminibasidiaceae,g:Geminibasidium,s:Geminibasidium_hirsutum_SH208305.07FU","Geminibasidium","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"122","OTU2418","OTU2418",8.06531254953475e-05,0,0.351662030375,0.0056,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"123","OTU2419","OTU2419",0.000151919416985347,0,0.6175394835,0.0043,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"124","OTU2426","OTU2426",0.000166928492450237,0,0.647923651875,0.0039,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Trichosporonales","f:Trichosporonaceae","g:Cutaneotrichosporon","s:Cutaneotrichosporon_curvatus_SH086040.07FU","d:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Cutaneotrichosporon,s:Cutaneotrichosporon_curvatus_SH086040.07FU","-","-","-","-","-","-","-","Unassigned","-"
"125","OTU2434","OTU2434",0.00012304112560452,0,0.523166621,0.0058,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"126","OTU2451","OTU2451",0.000172650169204347,0,0.66905105925,0.004,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"127","OTU2453","OTU2453",0.000130479108434852,0,0.554792667375,0.0058,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Dothideales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales","-","-","-","-","-","-","-","Unassigned","-"
"128","OTU2467","OTU2467",0.00013641583960831,0,0.5800354435,0.0058,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes","-","-","-","-","-","-","-","Unassigned","-"
"129","OTU2470","OTU2470",0.000147832641922086,0,0.572878591,0.004,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"130","OTU2472","OTU2472",8.68684836459359e-05,0,0.410860779,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"131","OTU2474","OTU2474",0.000129776043189073,0,0.565846724,0.0055,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
