"","Row.names","OTU","average","av_LATR","av_PLJA","pval","Domain","Phylum","Class","Order","Family","Genus","Species","taxonomy","Taxon","Taxon.Level","Trophic.Mode","Guild","Growth.Morphology","Trait","Confidence.Ranking","Notes","Citation.Source"
"296","OTU4103","OTU4103",0.000166978882999921,0,0.789757931375,0.0062,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Sparticola","s:Sparticola_forlicesenae_SH524508.07FU","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sparticola,s:Sparticola_forlicesenae_SH524508.07FU","Sporormiaceae","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Microfungus","NULL","Probable","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"297","OTU4105","OTU4105",0.000158257188154505,3.93155370975,3.9461422985,0.0462,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"298","OTU4128","OTU4128",0.000471312046939349,0.997163531125,2.550766163125,0.0255,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"299","OTU4133","OTU4133",8.22344864960542e-05,0,0.319188582,0.0042,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes","-","-","-","-","-","-","-","Unassigned","-"
"300","OTU4135","OTU4135",7.3556235882441e-05,0,0.3478980075,0.0063,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"301","OTU4137","OTU4137",0.000149083277993183,0,0.59137911425,0.0011,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes","-","-","-","-","-","-","-","Unassigned","-"
"302","OTU4139","OTU4139",6.73997369505601e-05,0,0.2938748895,0.0056,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"303","OTU4144","OTU4144",0.000591629766328061,0,2.48396121725,0.0079,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"304","OTU4145","OTU4145",8.11915021018788e-05,0,0.3840104305,0.0063,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota","-","-","-","-","-","-","-","Unassigned","-"
"305","OTU4151","OTU4151",0.000477061661071223,1.87291263,0.968047442125,0.0329,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Pezizaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae","-","-","-","-","-","-","-","Unassigned","-"
"306","OTU4158","OTU4158",0.000246004449585821,3.5103240345,4.2763242435,0.0196,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"307","OTU4160","OTU4160",0.000522395888679115,0.292326043875,2.29326601975,0.0312,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"308","OTU4165","OTU4165",8.22344864960542e-05,0,0.319188582,0.0042,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"309","OTU4181","OTU4181",7.19652954168643e-05,0,0.292532793,0.0043,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"310","OTU4207","OTU4207",0.00013563296069693,0,0.54832833575,0.0015,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"311","OTU4209","OTU4209",8.22344864960542e-05,0,0.319188582,0.0042,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"312","OTU4218","OTU4218",0.000103287647881232,4.2697609325,4.414892789625,0.0349,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"313","OTU4245","OTU4245",6.14047452313317e-05,0,0.290425254375,0.0063,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae","-","-","-","-","-","-","-","Unassigned","-"
"314","OTU4259","OTU4259",0.000108583176005538,3.666026587375,3.5095133145,0.0393,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"315","OTU4273","OTU4273",0.000122930697938395,0,0.53599979625,0.0055,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales","-","-","-","-","-","-","-","Unassigned","-"
"316","OTU4277","OTU4277",0.000107008290492571,0,0.434979581625,0.0043,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"317","OTU4284","OTU4284",7.83051486824081e-05,0,0.28524439175,0.0019,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma","Agaricaceae","9","Saprotroph","Undefined Saprotroph","Agaricoid-Gasteroid-Secotioid","NULL","Probable","Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"318","OTU4292","OTU4292",9.95937868882912e-05,3.573085214875,3.86380505875,0.0277,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"319","OTU4294","OTU4294",7.19652954168643e-05,0,0.292532793,0.0043,"d:Fungi","p:Mucoromycota","c:Mucoromycetes","o:Mucorales","f:Rhizopodaceae","g:Rhizopus","UNKNOWN","d:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Rhizopodaceae,g:Rhizopus","Mucorales","7","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Possible","NULL","b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'"
"320","OTU4304","OTU4304",0.000452869378206163,1.976710856,0.319188582,0.0178,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"321","OTU4307","OTU4307",8.06531254953475e-05,0,0.351662030375,0.0056,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"322","OTU4327","OTU4327",0.00035265243336729,1.9120601435,2.242805605125,0.0452,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"323","OTU4328","OTU4328",0.000635995571110558,0.70081114275,3.154053157625,0.0014,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"324","OTU4333","OTU4333",7.83051486824081e-05,0,0.28524439175,0.0019,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales","-","-","-","-","-","-","-","Unassigned","-"
"325","OTU4348","OTU4348",0.000286828815715483,0,1.191974257625,4e-04,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"326","OTU4366","OTU4366",6.14047452313317e-05,0,0.290425254375,0.0063,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"327","OTU4380","OTU4380",0.000350903625869896,0.63959721475,1.453994338625,0.0401,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Didymellaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae","-","-","-","-","-","-","-","Unassigned","-"
"328","OTU4385","OTU4385",0.000169991311455561,0,0.658747498,0.004,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Ascobolaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae","-","-","-","-","-","-","-","Unassigned","-"
"329","OTU4389","OTU4389",7.83051486824081e-05,0,0.28524439175,0.0019,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"330","OTU4398","OTU4398",0.000111010242162849,4.13158725725,3.73057354675,0.0337,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"331","OTU440","OTU440",0.000797378718692647,3.28199217075,0.776797288375,0.022,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"332","OTU4407","OTU4407",6.14047452313317e-05,0,0.290425254375,0.0063,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Ceratobasidiaceae","-","-","-","-","-","-","-","Unassigned","-"
"333","OTU4424","OTU4424",0.000101601893191505,0,0.39372596375,0.0041,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Ascobolaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae","-","-","-","-","-","-","-","Unassigned","-"
"334","OTU4425","OTU4425",0.00049778152583172,0,1.992808989,1e-04,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"335","OTU4427","OTU4427",0.000151660612008987,0,0.66126735225,0.0054,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales","-","-","-","-","-","-","-","Unassigned","-"
"336","OTU4437","OTU4437",0.000363841526025107,1.5084916335,0.5864076825,0.0223,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Pezizaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae","-","-","-","-","-","-","-","Unassigned","-"
"337","OTU4446","OTU4446",0.000150270444099272,0,0.57777718475,5e-04,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales","-","-","-","-","-","-","-","Unassigned","-"
"338","OTU445","OTU445",0.000218418378939954,0,1.033050671,0.0062,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales","-","-","-","-","-","-","-","Unassigned","-"
"339","OTU4458","OTU4458",0.00023873669017162,0,0.938540965625,3e-04,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"340","OTU4476","OTU4476",7.46234265884888e-05,0,0.288917901625,0.0042,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"341","OTU4488","OTU4488",9.52317418349926e-05,0,0.4504163765,0.0063,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"342","OTU4492","OTU4492",9.50673455404962e-05,0,0.386440658,0.0043,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"343","OTU4493","OTU4493",0.000106359004029896,0,0.503044849125,0.0063,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lentitheciaceae","g:Keissleriella","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Keissleriella","-","-","-","-","-","-","-","Unassigned","-"
"344","OTU4497","OTU4497",0.000248491059432231,0,0.9854655845,0.0011,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"345","OTU4519","OTU4519",0.000110486884594234,0,0.522568434125,0.0063,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Powellomycetaceae","g:Powellomyces","UNKNOWN","d:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Powellomycetaceae,g:Powellomyces","-","-","-","-","-","-","-","Unassigned","-"
"346","OTU4527","OTU4527",8.06531254953475e-05,0,0.351662030375,0.0056,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"347","OTU4528","OTU4528",7.19652954168643e-05,0,0.292532793,0.0043,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"348","OTU4531","OTU4531",8.19332239645271e-05,0,0.3483772415,0.0058,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales","-","-","-","-","-","-","-","Unassigned","-"
"349","OTU4537","OTU4537",0.000111199244467501,0,0.430527702125,0.0042,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"350","OTU456","OTU456",6.14047452313317e-05,0,0.290425254375,0.0063,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Basidiomycota,c:Agaricomycetes","-","-","-","-","-","-","-","Unassigned","-"
"351","OTU4568","OTU4568",0.000101418263652728,0,0.47967669125,0.0063,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"352","OTU4581","OTU4581",0.000161402029183193,0,0.58794376125,0.0019,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"353","OTU4590","OTU4590",0.000128804482181892,0,0.584300143875,0.0025,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"354","OTU4627","OTU4627",8.11915021018788e-05,0,0.3840104305,0.0063,"d:Fungi","p:Basidiomycota","c:Malasseziomycetes","o:Malasseziales","f:Malasseziaceae","g:Malassezia","UNKNOWN","d:Fungi,p:Basidiomycota,c:Malasseziomycetes,o:Malasseziales,f:Malasseziaceae,g:Malassezia","-","-","-","-","-","-","-","Unassigned","-"
"355","OTU4641","OTU4641",9.52317418349926e-05,0,0.4504163765,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"356","OTU4661","OTU4661",0.000480739039952126,0.997163531125,2.7652049415,0.0013,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"357","OTU4672","OTU4672",7.38790817954708e-05,0,0.314131306875,0.0058,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota","-","-","-","-","-","-","-","Unassigned","-"
"358","OTU4694","OTU4694",9.51777736675699e-05,0,0.41499209025,0.0055,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"359","OTU4714","OTU4714",9.52317418349926e-05,0,0.4504163765,0.0063,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Diversisporales","f:Diversisporaceae","g:Redeckera","s:Redeckera_megalocarpum_SH182068.07FU","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Diversisporaceae,g:Redeckera,s:Redeckera_megalocarpum_SH182068.07FU","Redeckera","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"360","OTU4717","OTU4717",0.000141662659603788,0,0.6110724645,0.0025,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"361","OTU4744","OTU4744",7.71179825763187e-05,0,0.29884632125,0.0041,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"362","OTU4746","OTU4746",0.000399635466795458,1.57818246475,2.772096612375,0.0377,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"363","OTU4747","OTU4747",9.77349254462384e-05,0,0.379352673,0.0042,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"364","OTU4748","OTU4748",8.22344864960542e-05,0,0.319188582,0.0042,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"365","OTU4757","OTU4757",0.000358021810211911,0,1.418933361,0.0011,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"366","OTU476","OTU476",0.000399534223489442,0,1.54817972725,0.0013,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes","-","-","-","-","-","-","-","Unassigned","-"
"367","OTU4766","OTU4766",0.000383900960985422,1.36360899025,2.701331437625,0.0272,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"368","OTU4769","OTU4769",6.1009534108441e-05,0,0.259410434125,0.0058,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"369","OTU4786","OTU4786",0.000107884537525994,0,0.470395849875,0.0055,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"370","OTU479","OTU479",0.000825565542862442,1.061191850875,2.985066659125,0.0441,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"371","OTU4793","OTU4793",0.000175042567346875,0,0.763216853125,0.0054,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"372","OTU4804","OTU4804",0.000278376028442708,0.34825035425,1.01979927775,0.0206,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota","-","-","-","-","-","-","-","Unassigned","-"
"373","OTU4811","OTU4811",7.71179825763187e-05,0,0.29884632125,0.0041,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Ascobolaceae","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae","-","-","-","-","-","-","-","Unassigned","-"
"374","OTU4814","OTU4814",6.1009534108441e-05,0,0.259410434125,0.0058,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"375","OTU4822","OTU4822",0.000101695767895469,0,0.41338463,0.0043,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"376","OTU4823","OTU4823",0.000400582086922104,3.1144680095,1.53893049375,0.007,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"377","OTU4834","OTU4834",0.00017459730310961,0,0.742381709,0.0058,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","d:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"378","OTU4841","OTU4841",7.3556235882441e-05,0,0.3478980075,0.0063,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"379","OTU485","OTU485",0.000155516626915013,0,0.602655441625,0.004,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"380","OTU4854","OTU4854",8.22344864960542e-05,0,0.319188582,0.0042,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"381","OTU4875","OTU4875",0.000122414279339773,0,0.5498356885,0.0024,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
"382","OTU489","OTU489",0.000522818917549397,0,2.209012731625,0.0189,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi","-","-","-","-","-","-","-","Unassigned","-"
"383","OTU4906","OTU4906",8.11915021018788e-05,0,0.3840104305,0.0063,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","d:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales","-","-","-","-","-","-","-","Unassigned","-"
